,fraudulent,text
450,0,"delivery manager gb, lnd, shoreditch work dxwdxw works exclusively public sector create exemplary digital services, using agile, user-centred methodologies. since founded 2008, we’ve delivered lots great projects, informational consultation sites transactional customer services collaborative intranets.for right people offer 10am start, limitless coffee sodastream, shiny new mac work on, pleasant team geeks work with. we’ve got nice office near hallowed roundabout, wooden floors space invaders walls, coffee machine makes inception noises lots tasty lunch that’s minutes away. we’ve got interests specialisms, we’re brought together desire build good stuff. atmosphere office relaxed focused, irreverent sense humour minor caffeine dependency.we think best projects need best people, good people hard come by. you’re interested roles, we’d love hear you. there’s closing date applications: posts stay open long takes us find right person. think might you, get touch quickly! we’re looking two delivery managers join team.we work exclusively clients public sector create exemplary digital services, using agile, user-centred methodologies. since founded 2008, we’ve delivered lots great projects, informational consultation sites transactional customer services collaborative intranets.we offer 10am start, limitless coffee sodastream, shiny new mac work on, pleasant team geeks work with. we've got nice office near old street roundabout, wooden floors space invaders walls, coffee machine makes inception noises lots tasty lunch that’s minutes away. we've got interests specialisms, we’re bought together desire build good stuff. atmosphere office relaxed focused, irreverent sense humour minor caffeine dependency.we think best projects need best people, good people hard come by. you’re interested role, we’d love hear you. main dutiesyou responsible managing delivery projects clients.you use leadership, organisation, problem-solving, motivational skills experience ensure projects delivered time, meet exceed clients’ expectations.you delivery manager scrum master (or equivalent) previous role. several years experience managing technical projects using agile methodologies. keen shape structure role within organisation, evolve refine process appropriate. additionally, work individual teams help function effectively.you will:work clients understand business user needs, advising approach suggesting alternative ideas improvementswork dxw team deliver products projects using agile user-centred methodologies throughoutwork closely clients, giving clear information delivered, we’re working need order complete workensure work deliver meets standards likely meet exceed client’s expectationslearn successes failures time, contributing documenting process improvements necessary; helping whole team innovate, learn improvehelp clients familiar agile development become acquainted agile principles, thereby aiding successful delivery projects contributing wider culture change towards agile practice governmentmanage tight resource constraints conflicting priorities, ensuring appropriate work prioritisedparticipate actively delivery manager community, sharing skills knowledge learning others following skills required:ability understand manage complex, technical projectsexperience applying agile methodologiesability discuss describe web technologies simple, lay termsable constructively positively challenge people’s ideas approachesable notice early signs failure respond decisively proportionatelydecisive; able choose competing options quickly pragmatically, balancing risk need acteffective positive manager; able balance need oversight supervision team’s need work independently trustedexcellent written spoken english; good communicator personal qualitiesarticulate personableconfident assertivecompleter/finisher personalitygains genuine satisfaction useful helping people understand new conceptsgood attention detail; well organised able manage time independentlyoptimistic problem-solver information technology services project management gb full-time"
451,0,"insurance sales representative us, ga, atlanta symmetry financial group established goal helping bring balance professional personal lives independent insurance agents agency builders across country.by focusing balanced distribution commissions, sfg truly committed sharing wealth opportunity you, delivering high levels service training sales force.combining direct mail lead program business values trust, reliability integrity, symmetry financial group committed ensuring personal goals objectives successfully defined subsequently achieved short, medium long term.if looking ability make great living helping people, could opportunity you. symmetry financial group seeking motivated, career-minded individuals join team, helping american families protect homes. currently looking representatives ranging entry level experienced professionals seeking different, rewarding career lifestyle.representatives responsible meeting serving families requested help mortgage protection final expense insurance, access 30 a-rated insurance carriers provide best affordable options. resources available company, sfg agents entrusted knowledge present affordable, personalized options individual family. sales representatives expected uphold symmetry's core value system, important quality sfg differentiates us insurance companies.self motivation, integrity, willingness adapt proven systemhave reliable transportationpossess life insurance license willing able obtain onemaintain high level customer service clientsexpected learn understand products available swift advancement management opportunitiesflexible hours allow full &amp; part time positionsleads - people see interested products servicesfirst class incentive trips, prizes, bonusescompetitive annuity &amp; eiul products supplement life sales$40-100k 1st year/more management positions**no cold calling required**what sfg offers:extensive training via comprehensive symmetry financial group bootcampassistance licensing new agentsaccess proprietary lead management, crm, recruiting software allows build business efficiently minimizing staff infrastructure costweekly national calls provide ongoing mentorship company's top producerscorporate office advanced training seminars events insurance sales us"
452,0,"recruiter / sourcer us, tx, houston valor services provides workforce solutions meet needs companies across private sector, special focus oil &amp; gas industry. valor services involved throughout every step hiring process remain contact way final step signing employment contract new employer. valor services founded vision employing unique skills, experiences, qualities america’s finest veterans provide private sector companies precise concerted value-added services – america’s finest veterans optimized career opportunity.we eager get word veterans ample opportunities employment private sector ideal candidates fill positions. valor services success mission. ™ flexible, driven sourcer shift high-volume staffing specialized direct placement roles? interest making difference lives veterans trying break o&amp;g industry? want ground floor opportunity make real difference strategy success?if so, may role you!responsibilities:support recruiting team sourcing candidates various channels (internet research, social networking, online database search tools, referrals, etc.).pre-qualify candidates develop pipelines tied overall company staffing strategy (building database) – common skill demands director, operations, drivers, project managers frac supervisors, oil field hands, technicians, etc.analyze roll hot list reports well referred candidates open positions follow recruiting team.proactively generate leads employee networks identify high-quality prospects.assist posting job requisitions.work recruiting team developing new sourcing strategies based complexity requirements.maintain metrics weekly sourcing activities – including number resumes forwarded recruiters, number candidates pre-qualified added internal database, number candidates matched new positions, number new candidate leads identified, number job postings created posted. must minimum 3-5 years prior experience sourcing.must superior attention detail candidate correspondence company outreach.be willing work outside typical business hours.must well-versed sourcing techniques using internet able generate candidate pipeline multiple jobs simultaneously.must experience using various social networking tools linkedin bullhorn reach.must good knowledge understanding boolean search strings.must high sense urgency.must experience writing, editing posting job descriptions.must strong attention detail superior organization skills.prefer candidate exposure applicant tracking systems pcrecruiter, maxhire, bullhorn, icims. valor servicesvalor services provides workforce solutions meet needs companies across private sector, special focus oil &amp; gas industry. valor services founded vision employing unique skills, experiences, qualities america’s finest veterans provide private sector companies precise concerted value-added services – america’s finest veterans optimized career opportunity.we eager get word veterans ample opportunities employment private sector ideal candidates fill positions. valor services success mission. ™ oil & energy human resources us"
453,0,"director product management us, ca, san carlos lifestreet media hiringhelp us transform display advertisingthe company:lifestreet media global leader in-app display advertising facebook, apple (ios) android developers. reaching 500 million social mobile app users monthly, lifestreet driven almost 375 million app installs paid $175 million ad revenue publishers. company named one 500 fastest growing private companies america inc. magazine, named alwayson top 100 mobile global top 250 winner, headquartered san carlos, california offices moscow, odessa, kiev, riga. lifestreet announced $70 million private equity venture investments profitable seven years.the role:lifestreet taking world-class advertising technology platform, already invested $40 million 325-man years research development, extending consequential exciting new marketplace. role, need experienced product manager interested applying his/her deep knowledge ad-tech breakthrough new opportunity. excitement revolutionizing digital advertising absolutely required.this fantastic opportunity right individual play important role early start-up initiative benefiting resources stability well-established successful parent company. responsibilities include:be extremely ""hands-on"" aspect product lifecycle.take active role defining long-term product vision roadmap, taking input competition, sales team, users. provide market competitive research analysis. become in-house expert competition features drive sales.create, communicate, build consensus around product requirements (in form mrds, brds, functional designs, wire-frames)work ux designers engineers make sure delivered product meets desired requirements.be in-house product guru, able train internal external users platform.benefitswe offer competitive salaries, 401(k) plan, comprehensive medical/dental/vision benefits, copious drinks/snacks, free lunches complete game room (wii, air hockey, ping pong). extensive product management experience ad-tech, ideally advertising-facing ad servers (e.g. dart, atlas, flashtalking, pointroll, etc.)aptitude communicating effectively business engineering teamsoutstanding oral written communication skillsa “can-do” attitude hands-on, roll-up-your-sleeves work ethica desire make big impact transformative marketplacecomfortable fast-paced, highly dynamic (and fun!) environment marketing advertising marketing us full-time"
454,0,"front-end/interaction designer gb, lnd, london european dynamics (#url_c66532ffa1ce76ab447da6774719060c42c584edbf44d74cdb94fc4ac219ca45#) leading european software, information communication technologies company, operating internationally (athens, brussels, luxembourg, copenhagen, berlin, rome, stockholm, london, nicosia, helsinki, valetta, etc). company employs 600 engineers experts. design develop software applications using integrated, state-of-the-art technology. current telecoms projects value exceeding 250 million euro. european dynamics renowned supplier services european union institutions, international organizations, european agencies national government administrations europe. currently vacancy front-end/interaction designer, fluent english, offer his/her services expert based central london, uk. work carried site customer premises. tasks:design high-quality user experiences focusing user needs line client’s design princoples;develop solutions meet digital default service standards;provide assistance user research rapid prototypes, implement design recommendations found user research necessary;work security colleagues necessary understand design choices support security;work effectively subject matter experts business analysts find right solution. skills:university studies experience it;professional experience designing interactive digital products, systems, services using html, javascript, css agile environment;experience user-centric design ergonomics;excellent command english, written oral. offer: seeking career exciting dynamic company, offer services part team major public administration, operating international, multilingual multicultural environment expect real chances make difference, please send us detailed cv english, quoting reference: (fdi/04/14), following e-mail address: #email_e8efcf62a68b682bfb8fcc86c8c05ec5b0b8c9afa3310079ab513dbf73ccfd25#.we offer competitive remuneration (either contract basis remuneration full benefits package), based qualifications experience. applications treated confidential.you may also consider open vacancies visiting career section web site (#url_c66532ffa1ce76ab447da6774719060c42c584edbf44d74cdb94fc4ac219ca45#) follow us twitter (@eurodyn_careers) linkedin. computer software information technology gb full-time"
455,0,"business development manager nz, n, auckland callcentre people recruitment recognised specialists within callcentre industry. provide permanent, temporary, contract management staff number large national multi-national businesses various industries. client new zealand’s largest privately owned outsource contact centres. service large range clients leaders within fields. currently opportunity highly experienced sales consultant join team phone-based account manager within beauty cosmetic industry.this highly process driven position someone looking build client base ground up. looking someone able take leads develop profitable working relationships. identify establish relationships key buyers utilise conversations clients increase brand awareness across industry. previous sales experience demonstrates ability build ground up. ideally proven sales record within beauty cosmetic industry (client database/contact required point). ability quickly build rapport clients objection handle ‘gate-keepers’ like pro. previous experience within industry means talk lingo afraid take chance. - opportunity work world leader cosmetic, beauty hair care industry.- competitive hourly rate flexible temporary contract- opportunity long term member high performing sales team- central cbd location within fun, dynamic contact centreto apply position please send copy cv team clicking apply below. cosmetics sales nz temporary"
456,0,"html animator nl, nh, hilversum mediamonks biggest creative digital production company planet. specialize working advertising agencies craft amazing digital work global brands. find us anywhere web well amsterdam, london, la, new york singapore.mediamonks boasts in-house team 250 monks versed infinite range digital disciplines, collectively covering anything could possibly throw digital campaign. award-winning capabilities include film, games mobile recognized fifty institutions worldwide, including cannes, eurobest, webbys awwwards.mediamonks, est. 2001, member soda part fwa hall fame. catch latest showreel #url_9ae12c3d274cab9516c33a92a00900561d083cecea1571d12dd251f5d12c1608#.openingsinterested joining club digital artisans? check vacancies tell us hook right away. tend care less paper qualifications hands-on experience, sure provide us portfolio feat arms. nothing matches skill set? awesome jobs awesome people. simply tell us trade may dream digital dream job (or internship) like that. mediamonks animated individual passionate making things move html. html animator, you’ll work part award-winning animation team build exciting campaigns web. like working wide variety different digital projects, enjoy challenge coming creative solutions animating – regardless restrictions technical limitations.animating html figuring make impossible, possible. quick animation flash logistical nightmare html. need patience passion puzzle solution problems. you’re well-versed html, css css3 animations familiar javascript, canvas html dom.in return stoicism face complex cascading style sheet animations, offer exciting place work, filled excellent people know party extremely well. fancy working us? tell us mediamonks make move hire you. nl"
457,0,"senior .net developer ph, 07, cebu zylun’s mission help small medium size enterprises take advantage highly skilled global workforce simple cost effective way. help companies flexibly hire staff overseas comprised developers, designers, internet marketers, managers, customer service representatives. zylun staffing takes pride providing simple effective services, ensuring dedicated employees fit clients’ exact needs. career opportunities administrative it, graphic design, seo, data entry, sales agents, chat agents, customer representatives. zylun american owned operated company headquartered 210 north 1200 east, suite 101 lehi, utah 84043, american management heading offshore operations. qualifications:5+ years .net/c# development experience#url_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# mvc framework experienceentityframework experience plusms sql server experience plus staffing recruiting information technology ph full-time"
458,0,"digital/social marketing rockstar us, tx, austin lanterncrm crafts software helps small businesses communicate effectively. calls, emails, support tickets, automatically pulled app organized. coworkers presented activities customers care about. knowledge builds company awareness helps create best possible customer experience.meet team: #url_5d22c7aaecf8477d9dff50d5bbe145ba1d792891a254d7974e3dd43c43a0a85c# we’re looking extremely organized thorough person lead marketing efforts lantern. we’ve got basic things going, there’s tons stuff want don’t time - that’s come in. move extremely fast lantern. like, really fast. it’s uncommon us release several new features week. feature needs creative informative copy written it. right person role creative, witty, good grammar adapt change. able quickly write landing page, rule social media, make people laugh, talk customers, hang places (online) customers hang out. you’ll involved product design decisions, you’ll need adapt controlled chaos funded startup.what it’s like work lanternwe austin, tx awesome office right middle downtown.everyone new macbook air thunderbolt display.we weekly team lunch catch what’s going areas company. take turns picking restaurant.everyone works really hard we’re excited we’re building.about lanterncrm lantern customer relationship management system designed small businesses. make easy customers manage contacts, sales prospects one place. heavy focus automation automatic data tracking - magically pull emails, phone calls, support tickets to/from user’s customers.we’re post-revenue, funded startup.we’ve funded best investors austin including josh baer, capital factory, silverton partners, jason cohen (wp engine) more.our customers run entire businesses lantern means constantly gun make lantern smarter, faster stable. 1-4 years experience kind marketing roletechnical skill set huge plushigh energy, enthusiastic loads potentialsense humor ability admit you’re wrongbe austin, tx market salary + equity computer software marketing us full-time"
459,0,"field sales representative us, pa, philadelphia spotsource solutions llc global human capital management consulting firm headquartered miami, florida. founded january 2012, spotsource created fusion innovative service offerings meet increasing demand today’s economy. specialize talent acquisition, staffing, executive search services across various functions specific industries. global talent transfusion (gtt) services utilize best practice qualification standards deliver talent temporary, temporary-to-hire, permanent basis. health career transition (hct) subsidiary global talent transfusion offers placement services specifically growing healthcare arena. spotsource executive search (ses) consultants special breed talent evangelists understand advise streamline human resources process direction organization requires long term sustainability success. succession planning. leadership development programs. compensation analysis. recruitment process outsourcing. customized best suit needs business. understand demand cost-effective solutions organization. seeking potential career transition interested discussing current hiring trends open positions? vital career consulting (vcc) offers career transitional services catered specifically job applicant, including resume construction, social media optimization, interview coaching.address:4100 n powerline rd. ste z3pompano beach fl 33073office: #phone_c90b6ca89acd18d9e31ea3590b4ad76605721bc372025598fe9e1e60cf428551# title: field sales representativeterritory: greater philadelphiacompensation: base + commission + benefits veterans home care, #url_5d4f37febf1875b6f624f67a5f859a46dc98ef8f26bfbab9e31ed#phone_f709f5c5d679b0722df63a17d00b2c23733b0b0ca00280a7889fd815e40da83f##, growing company provides manages at-home personal care veterans surviving spouses. currently accepting resumes field sales representative position located philadelphia.the ideal candidate must enjoy interacting seniors patient professional demeanor. qualified candidate someone looking build inside sales account management skills position requires attention detail, strong time management, excellent communication skills. honesty, compassion self-motivation required opportunity. proficiency microsoft word excel required, well ability multi-task fast paced deadline oriented environment.responsibilities role include, limited to:- contacting networking veterans various home health care referral sources via telephone in-person.- complete screening calls potential clients timely professional manner.- educate prospective clients availability pension benefits vetassist program.- assist potential clients application government benefits directly related home health care medical expenses. “aid attendance” benefit.- conduct in-services semiannually home care agencies/referral sources.- attending weekly, monthly, quarterly meetings/conferences introduce vetassist program network local professionals.- leveraging existing crm (maximizer/prospectpro) manage sales contacts potential referral sources.- creating basic excel reports administrative duties ensure fully “involved” application complete. looking for:- strong communication phone skills- organized, detail oriented- interest sales/marketing customer service- industry knowledge healthcare preferred, required.ability learn quickly. full benefits offered hospital & health care sales us full-time"
460,0,"english teacher abroad (conversational) us, mn, maple grove help teachers get safe &amp; secure jobs abroad :) play kids, get paid it.vacancies asia$1500 usd + monthly ($200 cost living)housing providedairfare providedexcellent student loans/credit cardsgabriel adkins (#url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7#)#url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#we looking friendly people. plan take part 3-5 minute interview, kindly waste time applying :-) university degree required. tefl / tesol / celta, and/or teaching experience preferredcanada/us passport holders see job description education management education us contract"
461,0,"service desk (help desk/ desktop support) tier 1/2 - healthcare us, tn, franklin job title: technician / desktop / clinical support tier 1/2location: franklin, tn 37067full time position - 40 hours per week, 8am 5pm m-fposition description:provides moderate advanced-level technical support customers needing assistance distribution software, hardware software troubleshooting, remote access, vpn support, related service / support requests.day-to-day role:* analyst, open tickets, resolve issues, work staff assign incidents unable resolve.* comfortable supporting wide range hardware, including pcs, peripherals (printers, scanners) mobile devices* basic working knowledge network environments including ability recognize diagnose connectivity problems ranging local domain/organizational outage. * able provide usage support software packages including limited microsoft word, outlook, excel, powerpoint, etc. * provides support file access issues (encryption, security, etc.)* supports deployment software packages, drivers operating system updates * strong verbal written communication skills, including strong documentation skills* works closely onsite technical teams recognize report root cause analysis incidents reported service desk* identify report service desk manager recurring incidents spot trends potential problem sources.* coordination multiple teams effective resolution.* escalate within support organization required.* provide support variety clinical (training provided) non-clinical systems.* provides positive customer experience customer interaction* play key role ensuring excellence service internal users. handling technical support covering desktops, laptops, network, printer variety corporate facility applications. role also visible working directly levels organization. requirements:* technical schooling and/or certifications (a+, network+, etc) plus* 2-5 years providing support (prefer experience phone/remote support) * ba degree technical equivalent plus* self motivated (work tickets without prompted), also takes direction well* likes help others / empowered resolve issues* desire learn. shown something times, easily picks up* good documenting knowledge (we use onenote)* able multi-task prioritize work pay: varies experience, plus outstanding benefits package (401k, pto, bonus potential 100% company paid healthcare premiums employee)additional information:* looking someone interested career offers opportunity upward mobility within industry leading healthcare system. * candidates evaluated position verify stable employment history. ideal candidate dedicated worker top performer group. talented team looking expand talent exchange rewarding career healthcare it. information technology services information technology us full-time"
462,0,"global product manager us, il, chicago marketmaker4 leadership team extensive experience e-procurement, online auctions, market intelligence, strategic sourcing, supply chain consulting. team members involved e-enablement supply chain negotiations since inception industry.marketmaker4 international company offices us, uk, australia, china uae.our philosophy encourage enable use online auction / negotiation techniques developing proprietary software sophisticated functionality, also easy use due intuitive design.of course, software useless used properly, support services integral approach. esourcing company include provision marketmaking™ services within subscriptions.we also focused ensuring clients timely access advisory expertise, market intelligence, business insights achieve positive successful online auction / negotiation experience.marketmaker4 bid neutral, provides confidential e-auction services event host bidders promote success every party involved electronic auction / negotiation event. commercial product manager reporting commercial product manager, taking externally facing product role. working closely us sales operations, cpm analyze market client requirements, competitive analyses win/ loss analyses. support sales pre sales work, demoes conduct sales enablement training sessions new products. help build product roadmap holistic view entire xps product portfolio feeding requirements product development stream. also assist go market strategy product. requirements:chicago-basedself-startergreat external client facing skills/ pre salescomfortable speaking senior members team4+ years product management focus gathering product requirementssaas experiencepreferable:eprocurement/ esourcing backgroundexperience working marketing logistics supply chain product management us full-time"
463,0,"php developer gb, isl, london cohaesus trusted partner world's greatest advertising, marketing, communications creative agencies. bridging gap creative web development, work together internal teams architect, deliver, test maintain reliable, scalable technical solutions.our uniquely flexible approach – coupled detailed understanding agency world – means offer set services specifically designed support needs creative agencies. extra brains help get creative ideas, extra hands help meet deadline extra scale stretch budgets offshore teams. looking php developer doesn’t feel moving fast enough. provide great environment build experience quickly become famous.you eager get experience vast range projects. need talented real passion natural aptitude. probably feel little frustrated current role. sweat details. you’re passionate writing maintainable code. would love work world class agencies appreciate get every detail right.you splitting time offices next silicon roundabout london, on-site world's best creative agencies.we believe nothing get way best possible work, structured company around principle. keep meetings lightweight, development processes date dead simple. aspire role entirely devoted “developer happiness”!if smart, personable, put team first want build career join us. required skillsadvanced knowledge php mysql/mariadb postgresql good knowledge html/css/js;aptitude programming;passion technology, self-learner.preferred skillsan appreciation interface design;an understanding user experience.please notewe unable sponsor work permits visas role. applicants must therefore continued right live work united kingdom apply vacancy.strictly recruiters 30 days holidaybonus schemementoring/traininga herman miller chair!the opportunity work best creative agencies world marketing advertising engineering gb full-time"
464,0,"manager international business development us, ny, new york recombine provides clinical genetic testing. carriermap, first product created recombine, comprehensive, cost-effective clinical genetic test, currently provided thousands patients around world network physicians. company founded experts fertility, clinical genetics, bioinformatics computer science brought together one goal mind: improve health outcomes based actionable responsible genetic testing. recombine advancing personalized medicine translating developments fields genomics computer science cost-effective, cutting-edge genetic diagnostics. develop new products way ethically upstanding, medically meaningful, clinically actionable, practically useful patients providers. first product, carriermap, helps identify couples risk passing genetic disease children, currently provided thousands patients around world network physicians. company founded experts fertility, clinical genetics, bioinformatics computer science brought together one goal mind: improve health outcomes based actionable responsible genetic testing. recombine seeks individual represent company expand vision internationally. responsible connecting new markets,working hospitals, health systems regional governments integrate technologically advanced molecular medicine routine clinical care.what doingresearch establish strategies plans identify collaborate key international partnersarticulate clinical value recombine products prospective partners, executives, healthcare professionalsmanage recombine's current international test send-out businessestablish execute standard operating procedures working international clients represent recombine various international conferences meetingswork closely product, operations engineering teams support targeted international expansion you5-7 years experience business development position, preferably healthcare service, genetics scientific marketsproven track record partnership building deal execution international marketexcellent communication skillswilling travel: expect 25-50% international field travel position participate contribute environment collaboration &amp; cross-over domain expertise (genomics, computer science, medicine, data-science, finance, clinical genetics) helps drive industry forward improve healthcare.comprehensive benefits package incluing health insurance matching 401(k).group outings, lunches, happy hours co-workers inspire every day. international trade development business development us full-time"
465,0,"frontend engineer es, ct, barcelona typeform tech start-up transforming data collection flexible, intuitive incredibly engaging user experience: typeform. mission: change obsolete way online forms surveys interact us humans. typeform natural evolution forms, uses state art interaction design smart cross-device technology get best current multi-screen scenario, resulting improved completion rates. intuitive platform allows creators easily build, design distribute typeforms, well analyze resulting data. typeforms multi-purpose: used surveys, forms, exams, contests, quizzes, tutorials ...even presentations! people hate standard forms surveys, old-fashioned tools take users back internet 90s, love typeforms, far conversational, interactive friendly them. find why... typeform, next generation webform online survey application looking expand awesome front end team.as front-end engineer, main responsibilities lie production, modification, innovation constant improvement forms platform.you exceptional javascript programming skills experience developing cross-browser cross-platform compatible solutions. technologies use- javascript- backbone- css3 required:- expert graphics programming.- expert programming oop.- experience cross browser/device.- software design architecture patterns.- level english medium / high.- flexible person great desire innovate, learn participate start-up that’s going great things.a plus:- experience test driven development.- degree computer science- node js- php - familiar agile methodologies please fill questionnaire:#url_2b3d7bf88a4699a52d65dbc04e8cad9482b3c86fcf0b1f653ae0ad3c5bda5411#?utm_campaign=bzrczx&amp;utm_source=#url_3c6b46782f8bf4c402537a5580ce452d1391bb2140bbd3533f0546551d2dea02#&amp;utm_medium=typeform working great dev team agile methodologies test driven developmentbarcelona's sun ;)some news us:#url_428ca04a069d536773ccfb5bafb4c6c1849aad155da08324ca4707afff6dbac6##url_3196ca5b073fdb7132d0a010245af3a4c73d4a8ac57e69f6dd18c96ef21690d4# computer software information technology es full-time"
466,0,"marketing/operations intern us, ny, new york lsm referred “harvard hustlers.” public workshops trained 25,000 people six continents. play integral role expanding reach well engaging current alumni. work operations team insure successful launch new cities.this position 20 hours per week offices (the alley, largest coworking space manhattan located 37th 7th avenue).● stay date relevant content share alumni base so, become master social media: twitter, facebook, email newsletters, etc.● help maintain consistent brand working global coordinator team marketing workshops● assist operations team streamlining processes scale global workshops● research startup tech scene able evaluate potential markets● brand ambassador lsm - answer inquiries attendees lsm● assist recruiting - learn hiring process deep understanding tech ecosystem passion entrepreneurshipability solve complex problems strategize operations teamable work independently, minimal direction work lean thought leaders global network mentorsbe seen leader nyc tech startup community professional training & coaching marketing us part-time"
467,0,"marketing communications manager us, , work team ooklawe're good do. since started back 2006, we've path continuous success. heard probably used popular product: #url_450e422841a82380e06806f99787403171aea30a1cfd4da8652d1d7f83e9bf18#. ookla market leader global standard measuring testing internet speed connection quality. 5 million tests taken today, adding four billion done date. talk inpact, reached 300 million unique individuals past year alone!a small, talented teamit surprises people discover company worldwide presence like ookla run twenty people. that's possible bringing right individuals together shared mission: making internet better faster everyone. people ookla multidisciplinary, adept collaborators--they enjoy working one another. smaller team means everyone gets bigger share rewards.work anywhere flexibilityookla 100% virtual. central headquarters. vying corner office, office anywhere want be: home, coffee shop, cabin woods. work life--the life choose. definitely lonely. ookla's online community, using voice, chat, groupware technology, facilitates vibrant, ongoing collaboration among like-minded coworkers. never stuck traffic.want work ookla?to determine you’d good fit ookla, ask questions:am self-motivated capable working little supervision?am knowledgeable, talented imaginative enough take project beginning end?am always driven improve quality effectiveness?am eager excited work like-minded individuals?if answered “yes” questions, ookla may say “yes” you.in return...top-of-market salarybonus &amp; profit-sharing opportunities, creating overflow gererously shared out.work anywhere flexibility -- we're 100% virtual100% paid medical &amp; dental dependentsno set limit paid-time offtop-of-the-line hardware (think retina macbook pro)beverages outfit home officewe hire responsible individuals get vision enable self managewe know exactly going get there, join us. we're good do. since started back 2006, we've path continuous success. heard probably used popular product: #url_450e422841a82380e06806f99787403171aea30a1cfd4da8652d1d7f83e9bf18#. ookla market leader global standard measuring testing internet speed connection quality. 5 million tests taken today, 300 million unique individuals run tests past year alone.it surprises people discover company worldwide presence like ookla run twenty people. that's possible bringing right individuals together shared mission: making internet better faster everyone. people ookla multidisciplinary, adept collaborators–they enjoy working one another. smaller team means everyone gets bigger share rewards.ookla 100% virtual, we've also got office space downtown seattle whenever like collobrate person. but, primary office anywhere want be: home, coffee shop, cabin woods. work life–the life choose. definitely lonely. ookla's online community, using voice, chat, groupware technology, facilitates vibrant, ongoing collaboration among like-minded coworkers. never stuck traffic.about positionhelp develop promote ookla brand worldwide advocate better faster internet. marketing communications manager, oversee wide range programs help foster develop marketing brand efforts, helping ensure ookla seen independent trustworthy advocate internet performance quality. serve primary producer communications content ookla, including consumer commercial product efforts. also manage digital content marketing efforts, serve primary contributor.your success position depend ability develop strategies well execute yourself. assistance others, we're small, yet elite, team. accordingly, ideal candidate self-managed, self-motivated, capable performing marcom duties significant minor, without assistance others.below primary ways help us achieve objectives:produce manage communications ookla's products, commercial sales efforts brand marketing programsdevelop brand communications programs help communicate ookla's brand ambitionsdevise produce superior marketing collateral materials support commercial sales effortsmanage content marketing efforts, serving primary contributor, editor manager 3rd-party writers hired produce content websitesanalyze ookla's data produce stunning original content, articles, infographics videosbe primary steward ookla brand, ensuring used properly effectively internal external stakeholderslocate manage qualified 3rd parties order produce content materials ooklaserve primary point content media requests, occasionally serving ookla's public evangelistsupport grow social media efforts ookla, uncovering new opportunitiesassist localization products, web proprieties support documentationsource procure physical goods help promote ookla brand 4+ years experience marketing communications / content marketing roleself-motivated self-managed; capable working little supervisionsuperior writing editing skillsexperience managing online content marketing effortsexpertise experience technology, preferably internet networking communications fieldsample experience communicating journalists media -- we're typical pr ookla, instead working journalists promote better faster internet sharing information statistics toward endsocial media management experiencedata analysis skills big plus top-of-market salarywork anywhere flexibility – we're virtual company, also office space downtown seattletop-shelf medical &amp; dental, 100% covered ooklaunlimited time offsubstantial bonus &amp; profit-sharing opportunitiesthe best hardware, software gear availablebeverages outfit home office marketing advertising marketing us full-time"
468,0,"english teacher abroad us, ca, ontario help teachers get safe &amp; secure jobs abroad :) play kids, get paid love travel? jobs asia$1,500+ usd monthly ($200 cost living)housing provided (private/furnished)airfare reimbursedexcellent student loans/credit cardsgabriel adkins : #url_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##url_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : apply today university degree required. tefl / tesol / celta teaching experience preferred necessarycanada/us passport holders see job description education management us contract"
